content,replies,retweets,favorites,published_date
"I talk crap about this school a lot, but I‰Ûªm so blessed to be able to attend a HBCU, which ALSO happens to be the #1 public university in the nation  #UCLA #HBCU",5,25,88,3/27/2019 14:54
Did you know that #UCLA alumni @kalpenn and @SeanAstin will join alumna @missmayim and the cast of @bigbangtheory this Thursday? Get the scoop here: http://ow.ly/YBGK30niyyFåÊ. #BruinProudpic.twitter.com/NRuZCahluB,4,7,80,1/14/2019 20:00
#UCLA Football: 10 things to watch for as Spring Practice resumes https://gojoebruin.com/2019/04/02/ucla-football-10-things-to-watch-for-as-spring-practice-resumes/åÊ‰Û_,0,1,6,4/2/2019 11:01
John Calipari has agreed to a lifetime deal with #Kentucky turning his back on a lucrative offer from #UCLA  pic.twitter.com/PQYgx53Ldr,0,0,1,4/1/2019 20:41
"With #NanaMeriwether, #MissUSA 2012. Nana is emblematic of #TheRacingHeart‰Ûªs heroine - beautiful, brilliant, bold & fierce. 

#Philanthropy #Nonprofit #MeriwetherFoundation #Maryland #MissMaryland #Vollyeball #ProVollyball #UCLA #NYC #Duke #USC #MissCalifornia #MissUniversepic.twitter.com/gSWVDlIsE5",0,0,3,3/29/2019 12:40
"Despite interest from #UCLA, John Calipari has decided to ink a lifetime deal to remain at #Kentuckypic.twitter.com/cLH3DPKncG",0,1,6,4/1/2019 16:23
"This routine at the #pac12gym Championships made @kyla_ross96 #UCLA's all-time leader for perfect s on uneven bars with . 

At this point, we've just stopped counting how many records #KylaBoss has broken this year.  pic.twitter.com/cTR7v6HKDu",8,163,1.9K,3/29/2019 9:36
"8th grader Jada Williams just dropped 38 in an overtime win in front of #UCLA coaches! 
@mrsmac0606 

WATCH: https://youtu.be/Vp-gXUFZ3_gåÊpic.twitter.com/yoVBVQbjWr",6,74,405,1/14/2019 18:42
Found this #UCLABaseball Alumni game baseball signed by current #MLB #NLWest managers #DaveRoberts @dodgers & #ToreyLovullo @Dbacks #Dodgers #DBacks #UCLA pic.twitter.com/UQvePmUR5B,0,0,1,4/1/2019 13:01
This big #UCLA linebacker target from Hawaii talks highly of #UCLA:  https://247sports.com/college/ucla/Article/4-Star-LB-Nick-Herbig-Talks-at-Adidas-National-Championship-130817180/åÊ‰Û_,0,6,24,4/2/2019 15:10
Surgical teams have their very own VIP cafeteria.  Sure beats a soggy brothel steam table #Blue&Gold #UCLA pic.twitter.com/dBoVOu7sPm,0,0,0,4/1/2019 15:05
Thank you so much to @NBCLA for sharing this. #ucla #UCLAGymnasticshttps://www.nbclosangeles.com/news/local/UCLAs-Kondos-Field-Leaves-Legacy-Lessons-507569121.htmlåÊ‰Û_,8,29,317,3/25/2019 15:15
2 days in a row I‰Ûªve heard #JohnCalipari to #UCLA rumors....,29,15,75,3/20/2019 10:36
"#UCLA  ‰ÛÒ  THE THREE-DIMENSIONAL MODEL OF HUMAN BEHAVIOR IS THE MAJOR DISCOVERY IN SOCIAL PSYCHOLOGY  ‰ÛÒ  EQUAL TO THE THEORY OF RELATIVITY IN PHYSICS.  U.S. PATENT 6581037 AND THE BOOK ARE IMPORTANT FOR SCIENCE, BUSINESS,  AND  DAILY  LIFE    http://BEHAVIORBOOK.NETåÊ  pic.twitter.com/C0WoU01KW6",0,0,0,3/31/2019 20:11
"#UCLA should be among the best programs in college basketball -- but it's suffered so many self-inflicted wounds. In Ben Howland's first five years, it seemed like it had finally gotten it right -- until Howland tragically went wrong... https://247sports.com/college/ucla/Article/UCLA-Basketball-How-Did-the-UCLA-Hoops-Program-Go-So-Wrong-130817121/åÊ‰Û_",3,4,28,4/2/2019 15:26
Jesus the anxiety this gave me #UCLA https://twitter.com/uclasoftball/status/1112456876300468224åÊ‰Û_,0,0,0,4/2/2019 10:41
"Hugely proud to announce that @UCLALuskin is teaming up with the Human Rights Campaign @HRC to host the 2020 Presidential Candidate Forum, October 10 in Royce Hall. #WeAreLuskin #UCLA https://www.advocate.com/politics/2019/3/18/2020-presidential-candidates-will-debate-lgbtq-issues-forumåÊ‰Û_",3,21,88,3/19/2019 7:11
"#UCLA spring football practice resumes Tuesday, so we're previewing what we'd like to see in the next three weeks:  https://247sports.com/college/ucla/Article/Six-Key-Things-To-Watch-When-UCLA-Resumes-Practice-DefenseST-130767617/åÊ‰Û_",0,1,18,4/1/2019 11:47
"#UCLA has offered Longview 2020 four-star QB @haynes_king10.
https://247sports.com/Player/Haynes-King-46049892/åÊ‰Û_",0,9,45,3/8/2019 13:29
Neil Jordan and I are on the way to #UCLA! Excited to talk to you guys about #Greta !!,23,71,752,2/25/2019 20:48
"#UCLA gets a commitment from pro-style QB Blake Kirshner (Santa Clarita Christian/Canyon Country, CA). Welcome to Westwood! https://twitter.com/blakekirshner/status/1112913336818003971åÊ‰Û_",0,2,39,4/2/2019 0:16
"If #UCLA actually does something stupid like hiring Earl Watson, all of the basketball alumni (his friends) need to own it when he fails. 
If he was a premier candidate he would have a job already.",1,0,5,4/2/2019 15:47
What evidence is there that Ucla has screwed up anything in this coaching search?  I‰Ûªd say none. #Ucla https://twitter.com/aaron1050/status/1112291133189578752åÊ‰Û_,0,1,4,3/31/2019 16:56
"I am officially an educated UCLA Bruin!
I have so much love and respect for this school  #graduate #lettherebelight #UCLA #graduate #LosAngelespic.twitter.com/0QZyl1keNd",0,0,1,4/2/2019 11:47
"We are extremely excited to announce that #UCLA‰Ûªs Antoni Ribas is the new President-Elect of the @AACR. Congratulations, Dr. Ribas! http://bit.ly/2Owo4cTåÊ cc: @UCLAHealth @UCLAHealthNewspic.twitter.com/sr1F86t1PS",2,26,79,3/28/2019 8:49
"#TCU's Jamie Dixon shot down rumors this morning regarding his name being in the mix for the #UCLA head coaching job. ""I've got the best AD, the best chancellor and the family is happy [here] -- why would I be thinking about anything else?""",4,21,163,1/3/2019 8:11
Matt and Michael Alaimo to attend #Rutgers' Sunday wrestling clash versus No. 3 #OklahomaState at the RAC #NJFootball @HSSportsNJ #RFootball #B1G #UCLA https://www.nj.com/rutgersfootball/index.ssf/2019/01/matt_and_mike_alaimo_to_attend_rutgers_sunday_clas.htmlåÊ‰Û_,0,8,87,1/13/2019 9:42
"Another 1-2 finish for #UCLA, this time in the pole vault. Tate Curran takes first with a height of 5.15m (16-10.75), while Michael Fancey is second with a PR of 5.05m (16-6.75). pic.twitter.com/2Qjvj92RVe ‰ÛÒ at UCLA Drake Track & Field Stadium",1,0,14,3/30/2019 14:20
ATTENTION EVERYONE: BOSCO RUGBY IS IN THE FIRST EVER HIGH SCHOOL STATE CHAMPIONSHIP WE NEED FULL SUPPORT KICK OFF IS AT 12:30 at #UCLA   PLEASE RETWEET AND GET THE WORD OUT pic.twitter.com/omhYWugqLc,2,17,39,3/8/2019 22:37
Oh okay @the_minorities3 out here exposing these dumb ass students #usc #ucla pic.twitter.com/HLUjDyTI82,0,0,0,3/27/2019 4:28
I‰Ûªm officially a Bruin!!  #UCLA,8,16,111,3/29/2019 18:20
2020 Honolulu (Hawaii) St. Louis wide receiver Matt Sykes took an unofficial visit to #UCLA today. https://twitter.com/MattSykes17/status/1112866679346749442åÊ‰Û_,0,3,20,4/1/2019 17:02
"One thing this coaching search will once again prove is that @UCLAAthletics continues to be run with all the vision, imagination and decisiveness of your local DMV office...

#UCLA #8Clap",0,1,2,3/30/2019 22:44
Hey! @davidcmulligan3 I found one of yours @markeckardt at #SSO2019 ... he is doing some great work with sarcoma quality at #UCLA pic.twitter.com/3YtEJ3jIda,1,0,10,3/28/2019 12:55
#UCLA gets a chance to make its pitch to long-time #USC commit Puka Nacua on his official visit to campus this week. He previews the trip to Westwood here: https://247sports.com/Article/College-Football-Recruiting-Puka-Nacua-previews-official-visit-to-UCLA-128455515åÊ‰Û_ (VIP)pic.twitter.com/scQl5CBIBM,8,17,79,1/29/2019 16:30
"At this point, it would be easier to tell us who ISN'T a candidate for the #UCLA job.",0,0,1,4/2/2019 12:16
Amazing Aerial Photo Of Two F/A-18F #SuperHornet over @RoseBowlStadium before the #USC vs #UCLA Game. We can't wait to see the photos from tomorrow's flyover.  #Flyover @westcoastaerial @PasadenaGov @NAS_Lemoore @USNavy @cencio4https://theaviationist.com/2018/12/31/take-a-look-at-this-amazing-aerial-photo-of-two-f-a-18f-super-hornets-doing-the-usc-vs-ucla-game-flyover/åÊ‰Û_,0,4,16,12/31/2018 16:26
Exclusive: #UConn DE transfer and former Colerain standout Darrian Beavers discusses making the decision to return home to #Cincinnati and saying no to #Minnesota and #UCLA (FREE): https://247sports.com/college/cincinnati/Board/39/Contents/Exclusive-Darrin-Beavers-Talks-Cincinnati-Transfer-128243869/åÊ‰Û_pic.twitter.com/Rz60pwiaXW,5,13,58,1/24/2019 6:47
"Join @UCLASoftball this weekend for the team's Pride Weekend, as the nation's No. 1 team takes on the Cal Bears at Easton Stadium!! #UCLA #Pridepic.twitter.com/cpLV4ECN63",0,9,61,3/27/2019 16:28
Learn about the Quarter in Washington Program and how to apply. A program alum will be there to tell you about their DC experience. #bruinsindc #UCLA #uclabound #GoBruins #WashingtonDC #Internship #research pic.twitter.com/Jld2kIJgD6,0,1,5,4/1/2019 15:57
#UCLA‰Ûªs gymnastics audience is younger and more energetic than its football and basketball crowds and it‰Ûªs not even close. @latbbolch might have written it in jest but it‰Ûªs true: this is a gymnastics school.,1,8,37,2/16/2019 16:14
"John Calipari, college basketball's highest paid head coach is set to make more with the addition of a little post retirement security when he's done coaching 
#Kentucky #UCLA #NCAA https://themajors.net/kentucky-offers-john-calipari-a-lifetime-deal-to-stay-with-the-wildcats/åÊ‰Û_pic.twitter.com/zunoiGragM",0,0,0,4/1/2019 13:29
"For as long as I live, this is who I want leading my team into battle. Long live the Legend of Troy. #UCLA #DallasCowboyspic.twitter.com/XNHP1Gm8b4",0,0,7,4/1/2019 8:32
Mick Cronin just does this as a negotiating tactic with UC. He did it with #UNLV a few years ago and now he is using #UCLA  I doubt he goes. Why would someone want him anyway.....,1,0,1,4/2/2019 14:19
Things are looking up for Steve Richards thanks to a #UCLA Stein Eye Institute surgeon who helped restore his #vision. ‰_¬ https://ucla.in/2WDLqjsåÊ #UCLAEyepic.twitter.com/TXmt5sa669,0,0,4,4/2/2019 15:33
