content,replies,retweets,favorites,published_date,polarity,subjectivity
"The US presidency resembles the #AdmissionsScandal.A well-qualified Black man ascends against the odds and wypipo said, they only voted for him because hes Black.A less than mediocre white man whos life was bought by his daddy gets there & wypipo say he earned it.",69.0,364,1.2K,3/13/19 7:10,-0.16666666666666666,0.48888888888888893
I hope that paying outlets hire disabled people of color to write about what this #CollegeAdmissionsScandal / #CollegeCheatingScandal means for disability accommodations.,1.0,120,256,3/13/19 7:13,-0.2,0.3
"imagine how mediocre you have to be to have your parents fill out your college apps, bribe officials, photoshop records and photos, just to sit next to a first gen/underprivileged kid who made it without so much as getting help with their fafsa. #collegeadmissionsscandal",8.0,87,328,3/13/19 7:52,-0.012499999999999997,0.3833333333333333
Lori Loughlin and everyone in that adminissions scandal needs to serve A LOT of time in jail #AdmissionsScandal pic.twitter.com/QrtPABwN8o,2.0,28,108,3/13/19 8:28,-0.1,0.0
"This helps in understanding AOCs ridiculous performance yesterday, Ilhan Omars superiority complex, and Hollywood Elites who think their low intellect spawn deserve to steal a spot in college from a hard working student. #collegeadmissionsscandal #AOC  https://www.dranthonynapoleon.com/single-post/2015/12/04/Confidently-Stupid-Worse-than-the-Plague_",1.0,30,36,3/13/19 9:06,-0.23125,0.5604166666666667
"raised by a single mom, was temporarily in foster care & worked to never let my grades drop. ever. no help at home w admissions. it was very hard ...but eventually got a full ride to @UCBerkeley.still it took YEARS to get stable after graduation.#collegeadmissionsscandal",1.0,29,206,3/13/19 10:30,-0.03353174603174606,0.48948412698412697
Jay Leno is right to say that Late Night shows are entirely partisan now. Last night I saw them turn the #collegeadmissionsscandal into a hit on Trump despite the fact Trump appointed the US Attorney prosecuting the admissions fraud. Divorced from reality. pic.twitter.com/tdJGhwVyst,26.0,214,651,3/13/19 10:37,-0.0035714285714285726,0.4568452380952381
"The #CollegeAdmissionsScandal is only a small part of the travesty of America's education inequality. It starts in primary education. It's unfair, immoral & racist. #CollegeCheatingScandalpic.twitter.com/Nf0PPmOHgF",9.0,36,104,3/13/19 11:09,-0.0875,0.725
"Dear celebrities: How dumb is your kid if you're paying $500K in bribes to get them into #college? @TheHwCon has thoughts on the #CollegeAdmissionsScandal, a.k.a. #OperationVarsityBlues  https://www.therebel.media/college-scam-varsity-blues-how-dumb-is-your-kid-bribe-admissions_ | #tcot #newspic.twitter.com/3wWyKlm4vz",12.0,50,116,3/13/19 11:15,-0.375,0.5
Anyone notice that every single person charged in #CollegeScandal is on one of the coasts? Virtue signaling gives them the moral license to ignore the rules. Those are for the common people. #Campusland,6.0,38,348,3/13/19 11:56,-0.12380952380952381,0.32142857142857145
"NOT justicetragedy.[Now she ALSO went to jail for selling drugs to undercover cop (to make ends meet, she was homeless, which was wrong + she accepts it)but prosecution of poverty (vs the rich) of illegal drugs is another tragic societal inequity.]#AdmissionsScam https://twitter.com/TalbertSwan/status/1105840732852629505_",4.0,10,77,3/13/19 14:01,-0.29500000000000004,0.58
"""Well, I admit my case sucks but thank God I'm not one of these stupid bastards caught up in the #CollegeAdmissionsScam. In my case I actually had a few folks actually on my side. Everyone and I mean everyone in the world is calling for their heads.""  #NotPaulManafort",2.0,27,79,3/13/19 15:18,-0.26875,0.3812500000000001
@aoc and everyone else this isnt just about white America this #collegeadmissionscandal is about not being part of black America https://abc7news.com/bay-area-residents-charged-in-admissions-scandal-who-are-elizabeth-and-manuel-henriquez/5189809/_ One of the families is Dominican. #ados this POC argument by @aoc who is from the suburb of Yorktown and others is garbage,4.0,17,37,3/13/19 16:44,-0.08333333333333333,0.21666666666666667
"For a president who has some stupid thing to say about EVERYTHING, notice how quiet he's been about the #CollegeAdmissionsScandal? He is trying to stay off that radar bc its how he got into Wharton, how he got his three eldest idiot kids in & how his son-in-law got into Harvard. pic.twitter.com/FzDtnQWgma",8.0,18,57,3/13/19 18:25,-0.5333333333333333,0.7111111111111111
More evidence of  #collegeadmissionscandal by dirty Democrats Felicity Huffman and Lori Loughlin #CollegeCheatingScandalpic.twitter.com/aRxPDRoAPs,16.0,237,181,3/13/19 18:49,-0.04999999999999999,0.65
"If any other journos writing about the #CollegeAdmissionsScandal want to talk about how difficult it is to get accommodations for disabled students who don't have $500k to drop on bribes, please reach out. I've got some experience & expertise...https://twitter.com/mattbc/status/1089765147328036864_",2.0,56,156,3/13/19 18:52,-0.27499999999999997,0.5583333333333333
"This is huge and widespread, I'm disgusted #MAGA"" #collegeadmissionscandal #Trump released on bond after surrendering to FBI in college admissions scandal""https://twitter.com/i/events/1105865392600186880_",6.0,76,79,3/13/19 18:58,-0.29999999999999993,0.95
"Think about USC in recent years...1. Medical school dean doing hard drugs and partying 2. Health center doctor abusing students over nearly 20 year period3. Not just one rogue coach, but 4 people in athletics involved in #AdmissionsScam ....all while raising record dollars. pic.twitter.com/4x78WzHPrj",16.0,48,115,3/13/19 19:01,-0.05833333333333335,0.2583333333333333
"You literally cant make this shit up.Rick Caruso isnt just a USC official, hes the chair of the schools Board of Trustees. And Olivia Jade was on his yacht in the Bahamas when the news about her mom broke.Let that sink in.#CollegeAdmissionsScandal #CollegeChearingScandalhttps://twitter.com/PageSix/status/1105975332832792582_",13.0,114,198,3/13/19 20:38,-0.2,0.8
Did not think the #collegeadmissionsscandal could get more absurd. I was wrong.  https://nypost.com/2019/03/13/son-defends-parents-caught-in-college-admissions-scandal-while-smoking-blunt/_,12.0,25,74,3/13/19 21:25,-0.16666666666666666,0.7999999999999999
"So, if the Hollywood elites are paying 100s of thousands of dollars to get their kids into elite universities....How did David Hogg get into Harvard? Things that make you go : Hmmmmmmmm......#CollegeCheatingScandal #AdmissionsScam #MAGA #KAG #TrumpTrain #Deplorable",3.0,30,74,3/13/19 22:50,-0.6,0.9
"#CollegeAdmissionsScandal student says he was unknowingly involvedUh, someone took the ACT for him and scored in 99th percentileStudent also hopes this might help finally cut down on money and wealth being such a heavy factor in college admissions https://www.hollywoodreporter.com/news/la-marketing-execs-influencer-daughter-breaks-silence-college-cheating-scam-1194678_",7.0,15,41,3/14/19 7:39,-0.0888888888888889,0.5722222222222222
"I remember as a teen going to seminars about FAFSAs & scholarships. Being a first-gen applicant was not easy. My education was not a given. I want to acknowledge all the students, especially first-gen, who fought through the process. You earned this. #collegeadmissionsscandal",0.0,14,71,3/14/19 7:42,-0.07222222222222223,0.6111111111111112
It certainly is an awkward moment for the @FraserInstitute to release these tired and attention seeking rankings! #bced #CollegeAdmissionsScandal https://twitter.com/otohp/status/1106231214153715712_,0.0,12,29,3/14/19 9:38,-0.55,0.85
"As someone who has actually suffered with major learning disabilities, dyslexia & ADD my entire life, Im absolutely disgusted by this story. I never could have even gotten into University with my learning disabilities. #CollegeAdmissionsScandal #Shamefulhttps://www.sfgate.com/education/article/sat-act-cheating-scandal-huffman-test-students-13682741.php_",82.0,166,899,3/14/19 11:20,-0.234375,0.55625
So where the lawsuits for those who were denied fair opportunity for admissions based on #AffirmativeAction??Here's an idea...how bout base admissions on whether or not someone puts in the work & can make the grade?  https://abc7.com/actresses-ceos-charged-in-alleged-college-admissions-scam/5186103/_ #RedNationRising #RNRTN #collegescam,2.0,17,25,3/14/19 11:31,-0.050000000000000044,0.95
The American Education Express Card: Because Bribing Colleges Shouldn't Be Hard #CollegeAdmissionsScandal #CollegeCheatingScandalpic.twitter.com/1HCnqMkggr,6.0,48,123,3/14/19 15:09,-0.14583333333333334,0.2708333333333333
The other side of #affluenza we don't talk about...#collegeadmissionsscandal #CollegeCheatingScandal #JasonJohnsonpic.twitter.com/LDX83mpZhG,1.0,22,36,3/14/19 21:14,-0.125,0.375
Exactly. Fixing the #AdmissionsScandal won't solve #inequality in college. It's the outrageous tuition that keeps the playing field completely uneven. @global_uoft @UofT #CollegeCheatingScandalhttps://www.nytimes.com/2019/03/15/your-money/college-admissions-wealth.html_,2.0,6,23,3/15/19 5:46,-0.31666666666666665,0.48333333333333334
"'Some kinds of disabilities make you worth less as a human being than other kinds of disabilities' is, perhaps, the worst take to make it to a major publication because of the #CollegeAdmissionScandal",9.0,23,99,3/15/19 13:16,-0.15486111111111112,0.35694444444444445
Being a parenting researcher can be so frustrating because everyones an expert and commentary relies just as much (if not more) on anecdotes than on solid empirical research. #AdmissionsScandal https://twitter.com/nytimes/status/1106928627692814336_,1.0,2,21,3/16/19 8:38,-0.06999999999999999,0.36000000000000004
"#OperationVarsityBlues: Blatant Cheating, Privileged Elites, Certain Prison and Universal Outrage [VIDEO] #LionelNation #CollegeCheatingScandal#CollegeAdmissionsScam #FelicityHuffman #LoriLoughlin #HillaryForPrison #ObamasTranscripts #Parity #Justicehttps://youtu.be/y8DXInepdqY",1.0,20,46,3/16/19 10:12,-0.09523809523809523,0.35714285714285715
"Personal plug: Ill be on @npratcs broadcast today talking about #CollegeAdmissionsScandal, #Georgetowns role in it, and my essay in @washingtonian about being a first generation student! Read it here:https://www.washingtonian.com/2019/03/13/im-a-first-generation-student-at-georgetown-yesterdays-news-infuriates-me/_",2.0,3,39,3/17/19 11:42,-0.0625,0.5444444444444444
"""Some of the parents who are accused of cheating to get their children into elite schools are facing civil lawsuits in addition to federal criminal charges.""#CollegeAdmissionScandalhttps://www.latimes.com/local/lanow/la-me-college-cheating-parents-fallout20190316-story.html_",2.0,13,27,3/17/19 11:44,-0.4,0.55
John Legend is disappointed but not surprised about the whole #CollegeAdmissionScandal.#ComplexNewspic.twitter.com/sE18aqnZmf,2.0,15,121,3/18/19 9:20,-0.20000000000000004,0.6833333333333332
"Desperate Housewives star Nicollette Sheridan slammed former costar Felicity Huffmans #CollegeScandal involvement. Meanwhile, Julia Roberts says the scandal is sad because parents didnt have faith in their kids.Do you think entitled parents dont have faith in their kids? pic.twitter.com/BaVRVHMIp4",81.0,21,169,3/19/19 9:56,-0.3666666666666667,0.6666666666666666
NEWS: ( a scoop from me)   ASUs majority partner in this is The Rise Find created by TPG.  The fund was headed by a financier arrested last week #AdmissionsScandal  https://www.chronicle.com/article/Arizona-State-Will-Create-a/245929_,1.0,23,37,3/19/19 12:41,-0.375,0.5333333333333333
"The universitys financial backer is The Rise Fund, created by TPG private equity firm. Yes, the same fund whos CEO was arrested last week in the #AdmissionsScandal.   https://chroni.cl/2Fl1jUO",3.0,28,27,3/19/19 19:38,-0.04,0.19333333333333333
#BREAKING:Now we find out that some rich guy paid $250K-worth of #Facebook shares to get his daughter into @UCLA soccer even though she had ZERO soccer skills. #SAD#TheResistance #collegeadmissionsscandal #CNN #MSNBC #Yahoo #WednesdayThoughts #FBRPartyhttps://www.marketwatch.com/story/dad-who-used-250000-worth-of-facebook-shares-to-get-his-daughter-into-ucla-ugh-this-could-be-a-front-page-story-2019-03-20?siteid=yhoof2&yptr=yahoo_,2.0,43,31,3/20/19 11:58,-0.0625,0.875
"Elite schools have not only excluded Black people since their inception, but they have also historically profited from Black pain. This is why, especially following the #CollegeAdmissionsScandal, we need to invest in HBCUs, public universities, and education equity everywhere https://twitter.com/USATODAY/status/1108372272035889153_",3.0,41,122,3/20/19 16:30,-0.05555555555555555,0.3555555555555556
BREAKING: UTEP men's basketball assistant coach Lamont Smith implicated by the University of San Diego in the college admissions scheme. #CollegeAdmissionScandal #KTSM9Sportshttps://www.ktsm.com/sports/college-sports/utep/utep-assistant-basketball-coach-implicated-in-college-admissions-scandal/1864662322_,7.0,12,14,3/20/19 17:41,-0.4,0.5
Its sad @POTUS @realDonaldTrump has to Sign executive order to protect free speech on campus (billions in funding at stake)#Liberal out of CONTROLITS NOT LIKE THEY R GETTING A EDUCATION#California #collegescam EVERYTHING A HOAX @KamalaHarrishttps://www.foxnews.com/politics/trump-signs-executive-order-to-promote-free-speech-on-college-campuses_,4.0,15,22,3/21/19 14:10,-0.04999999999999999,0.9
A look at the #collegeadmissionsscandal and a few of the people involved. https://buff.ly/2FuvLvMpic.twitter.com/m16IjfrWBj,0.0,0,1,3/24/19 21:20,-0.2,0.1
"From the complex artistic mind of Tommy Lavender, and the cold flavor of vitaminwater ice, comes The Ex Museum. Take a journey of heartbreak at http://www.theexmuseum.compic.twitter.com/lwrGTBzJry",21.0,33,489,3/25/19 5:00,-0.18888888888888888,0.7999999999999999
"A dozen athletic coaches, test administrators and others charged in a nationwide college admissions scam are in due in court.#NWADemGaz #CollegeScamhttps://www.nwaonline.com/news/2019/mar/25/coaches-others-due-in-court-in-college-/?utm_medium=social&utm_source=twitter_nwademgaz_pic.twitter.com/2VdWVtNsnX",0.0,0,0,3/25/19 10:15,-0.125,0.375
#collegeadmissionsscandal  EVERY family that paid to have their child to be accepted to a university should pay DOUBLE the amount to the school to put towards student loan forgiveness! Lets reward the hard working students with a little less debt #CollegeCheatingScandal,4.0,4,15,3/25/19 20:15,-0.16145833333333334,0.2770833333333333
Why a college admissions racket would funnel bribes through a fake charity.Outright fake #charities like the one involved in this #admissionsscandal are less commonly detected than other kinds of #nonprofit fraud: https://bit.ly/2ULnFW4pic.twitter.com/MEA5vmvCg2,0.0,0,2,3/26/19 6:57,-0.31833333333333336,0.5883333333333334
FAQ on UCLA admissions and the U.S. Department of Justice complaint -- https://buff.ly/2Tyoa4E ---#admissionsscam #doj #uclapic.twitter.com/Xy98MFyu8R,0.0,1,1,3/26/19 12:18,-0.3,0.2
"Slightly late to the party, I know... but all the ongoing rage and outrage on the #CollegeCheatingScandal #CollegeAdmissionScandal - just wait til everyone learns how unfettered #capitalism in America works. #LoriLoughlin #oliviajade #FelicityHuffmanpic.twitter.com/uOpVYYAB5p",1.0,2,3,3/26/19 15:13,-0.3,0.6
Becky was grooming the twins for 'athletics' very early on in this board game. #collegeadmissionsscandal #CollegeAdmissionspic.twitter.com/90aWv1frIJ,0.0,0,0,3/26/19 19:37,-0.135,0.395
#CollegeAdmissionsScandal has reignited debate over admission policies. Were continuing to look back in #thehistorymakers #archives for stories of black activism and excellence in the #ivyleague:pic.twitter.com/XO2Z13Y5e5,1.0,4,9,3/27/19 6:35,-0.08333333333333333,0.21666666666666667
Let us be careful before we judge everyone allegedly involved in the scandal.  Time will tell how deep this goes. #wednesdaythoughts #CollegeAdmissionScandal http://samanthaharrison2016.com/leading-questions-amid-the-nations-largest-college-admission-scandal/_,0.0,0,0,3/27/19 8:29,-0.06666666666666667,0.5
The U.S. Department of Education has launched a preliminary investigation into whether #Stanford and seven other universities were lax in complying with financial-aid laws as a result of the #CollegeAdmissionsScam. https://bit.ly/2UdwACDpic.twitter.com/jK8oIba7ts,1.0,1,0,3/27/19 13:00,-0.125,0.375
This former black soccer coach from Yale is about to become the face of the #admissionsscandal. MLK spinning in his grave. The love of money is the root of all kinds of evil..... pic.twitter.com/cMHQk8wg0k,1.0,0,4,3/28/19 5:22,-0.16666666666666666,0.5083333333333333
